id,order_id,user_id,product_id,inventory_item_id,status,created_at,shipped_at,delivered_at,returned_at,sale_price
102208,70461,56602,15616,275893,Shipped,2023-03-14 08:54:26 UTC,2023-03-16 06:33:00 UTC,,,34
102771,70832,56895,10695,277407,Shipped,2023-03-15 22:49:49 UTC,2023-03-16 07:55:00 UTC,,,34
104898,72292,58021,15369,283144,Shipped,2023-02-10 12:37:05 UTC,2023-02-09 04:19:00 UTC,,,34
109643,75569,60623,6605,296034,Shipped,2023-03-30 08:05:39 UTC,2023-04-01 16:50:00 UTC,,,34
113822,78436,62958,26162,307317,Shipped,2023-03-31 18:01:01 UTC,2023-04-01 01:46:00 UTC,,,34
114615,79003,63427,10612,309486,Shipped,2023-01-25 02:16:45 UTC,2023-01-23 23:56:00 UTC,,,34
115893,79868,64112,10482,312910,Shipped,2023-01-29 13:02:49 UTC,2023-01-29 00:58:00 UTC,,,34
117779,81145,65141,2278,318009,Shipped,2023-04-04 16:23:47.660285 UTC,2023-04-05 13:16:35.660285 UTC,,,34
118916,81912,65788,25758,321061,Shipped,2023-04-03 22:32:55.844036 UTC,2023-03-31 05:35:52.844036 UTC,,,34
123186,84910,68202,11565,332639,Shipped,2023-03-06 17:14:10 UTC,2023-03-07 02:16:00 UTC,,,34
126485,87176,70035,9627,341617,Shipped,2023-03-22 11:09:23 UTC,2023-03-23 17:18:00 UTC,,,34
130625,90070,72368,26202,352742,Shipped,2023-02-10 02:16:22 UTC,2023-02-12 03:27:00 UTC,,,34
134619,92812,74607,2278,363528,Shipped,2023-01-21 01:52:47 UTC,2023-01-20 05:09:00 UTC,,,34
144253,99465,79764,10647,389672,Shipped,2023-04-01 23:39:42.780461 UTC,2023-04-05 00:18:55.780461 UTC,,,34
149723,103220,82755,26084,404389,Shipped,2023-02-23 09:23:22 UTC,2023-02-24 12:26:00 UTC,,,34
150904,104005,83392,9251,407638,Shipped,2023-01-21 23:11:09 UTC,2023-01-22 21:35:00 UTC,,,34
158794,109394,87711,11959,429071,Shipped,2023-03-03 06:00:43 UTC,2023-03-04 11:52:00 UTC,,,34
161509,111286,89241,10467,436360,Shipped,2023-03-14 07:52:52 UTC,2023-03-14 20:17:00 UTC,,,34
162142,111729,89609,9889,438075,Shipped,2023-03-31 05:33:52 UTC,2023-04-02 10:55:00 UTC,,,34
163622,112739,90409,26200,442069,Shipped,2023-03-16 15:54:46 UTC,2023-03-16 14:22:00 UTC,,,34
164704,113473,90998,2887,444959,Shipped,2023-03-26 06:18:10 UTC,2023-03-28 22:13:00 UTC,,,34
165656,114149,91582,13201,447512,Shipped,2023-01-24 16:53:47 UTC,2023-01-22 14:08:00 UTC,,,34
165810,114259,91669,10482,447916,Shipped,2023-03-24 12:54:23 UTC,2023-03-26 22:32:00 UTC,,,34
170030,117179,93939,15103,459416,Shipped,2023-02-24 10:09:29 UTC,2023-02-23 23:41:00 UTC,,,34
174108,119994,96181,9570,470363,Shipped,2023-04-03 04:42:41.58963 UTC,2023-04-03 17:41:05.58963 UTC,,,34
177939,122615,98294,10543,480673,Shipped,2023-02-09 08:55:44 UTC,2023-02-08 07:26:00 UTC,,,34
8147,5684,4586,28573,21934,Complete,2023-03-10 11:37:01 UTC,2023-03-09 11:33:00 UTC,2023-03-12 13:27:00 UTC,,34
12299,8584,6899,13482,33069,Complete,2023-03-26 09:12:37 UTC,2023-03-29 04:00:00 UTC,2023-03-29 06:53:00 UTC,,34
13229,9197,7375,6014,35544,Complete,2023-03-24 05:42:14 UTC,2023-03-24 09:41:00 UTC,2023-03-28 16:13:00 UTC,,34
19615,13569,10894,10644,52817,Complete,2023-01-24 01:27:01 UTC,2023-01-25 06:37:00 UTC,2023-01-27 12:05:00 UTC,,34
22510,15527,12441,10561,60642,Complete,2023-01-08 20:29:59 UTC,2023-01-05 13:44:00 UTC,2023-01-05 16:58:00 UTC,,34
31404,21659,17368,14339,84598,Complete,2023-02-17 01:31:00 UTC,2023-02-16 03:22:00 UTC,2023-02-20 11:07:00 UTC,,34
31467,21704,17408,11967,84760,Complete,2023-03-03 09:52:41 UTC,2023-03-01 19:52:00 UTC,2023-03-04 03:17:00 UTC,,34
34966,24074,19333,15560,94202,Complete,2023-02-24 00:46:55 UTC,2023-02-25 01:04:00 UTC,2023-03-01 12:36:00 UTC,,34
35736,24599,19768,10648,96288,Complete,2023-02-25 14:50:30 UTC,2023-02-24 04:15:00 UTC,2023-02-27 07:39:00 UTC,,34
38648,26641,21366,10255,104149,Complete,2023-03-26 23:47:23 UTC,2023-03-27 03:19:00 UTC,2023-03-28 00:12:00 UTC,,34
39555,27296,21900,26571,106620,Complete,2023-03-16 06:55:17 UTC,2023-03-14 18:31:00 UTC,2023-03-19 15:20:00 UTC,,34
42586,29357,23513,9889,114729,Complete,2023-01-31 03:32:35 UTC,2023-01-28 01:17:00 UTC,2023-01-29 02:27:00 UTC,,34
43225,29789,23873,26262,116425,Complete,2023-01-10 14:04:00 UTC,2023-01-06 18:47:00 UTC,2023-01-08 14:18:00 UTC,,34
43349,29871,23943,25822,116773,Complete,2023-03-31 16:47:58 UTC,2023-04-03 12:02:00 UTC,2023-04-04 12:00:00 UTC,,34
48129,33187,26605,6524,129739,Complete,2023-03-13 11:17:24 UTC,2023-03-15 11:49:00 UTC,2023-03-18 19:10:00 UTC,,34
53200,36698,29357,25758,143414,Complete,2023-03-05 17:11:55 UTC,2023-03-05 05:32:00 UTC,2023-03-09 19:30:00 UTC,,34
54721,37720,30191,15369,147505,Complete,2023-03-13 09:02:34 UTC,2023-03-13 19:23:00 UTC,2023-03-16 19:39:00 UTC,,34
55812,38487,30788,2049,150415,Complete,2023-01-24 06:41:33 UTC,2023-01-20 16:13:00 UTC,2023-01-24 01:50:00 UTC,,34
57819,39847,31908,9660,155865,Complete,2023-03-30 22:43:13.96618 UTC,2023-03-31 23:58:45.96618 UTC,2023-04-02 02:33:45.96618 UTC,,34
75953,52256,41891,1704,204900,Complete,2023-01-22 15:11:20 UTC,2023-01-19 16:02:00 UTC,2023-01-24 06:13:00 UTC,,34
79126,54471,43644,12926,213494,Complete,2023-02-12 06:46:41 UTC,2023-02-12 15:53:00 UTC,2023-02-12 19:03:00 UTC,,34
82940,57098,45793,15539,223824,Complete,2023-02-11 11:55:42 UTC,2023-02-09 07:21:00 UTC,2023-02-11 22:40:00 UTC,,34
83659,57591,46174,19063,225749,Complete,2023-01-27 11:43:18 UTC,2023-01-30 09:29:00 UTC,2023-02-01 14:48:00 UTC,,34
91033,62763,50385,21814,245703,Complete,2023-01-10 05:41:05 UTC,2023-01-11 20:02:00 UTC,2023-01-13 23:45:00 UTC,,34
98776,68109,54704,10587,266662,Complete,2023-02-04 02:33:23 UTC,2023-02-04 14:59:00 UTC,2023-02-05 08:38:00 UTC,,34
104580,72078,57839,6014,282284,Complete,2023-04-01 23:21:10.443615 UTC,2023-04-04 11:11:21.443615 UTC,2023-04-07 08:19:21.443615 UTC,,34
116483,80262,64430,25538,314463,Complete,2023-01-19 05:48:15 UTC,2023-01-21 07:52:00 UTC,2023-01-22 05:26:00 UTC,,34
128032,88266,70918,27272,345734,Complete,2023-01-02 01:51:38 UTC,2023-01-04 10:39:00 UTC,2023-01-06 11:59:00 UTC,,34
129075,88989,71526,10561,348564,Complete,2023-01-30 04:00:38 UTC,2023-01-31 08:14:00 UTC,2023-02-02 04:42:00 UTC,,34
132945,91681,73687,10662,359015,Complete,2023-01-26 23:00:13 UTC,2023-01-27 10:56:00 UTC,2023-01-29 05:48:00 UTC,,34
142509,98261,78808,19063,384979,Complete,2023-02-19 12:56:26 UTC,2023-02-15 23:11:00 UTC,2023-02-17 14:53:00 UTC,,34
143017,98615,79109,15103,386345,Complete,2023-03-14 23:07:21 UTC,2023-03-15 18:07:00 UTC,2023-03-17 15:27:00 UTC,,34
146179,100758,80798,11959,394877,Complete,2023-02-26 12:27:58 UTC,2023-02-24 14:11:00 UTC,2023-02-28 12:42:00 UTC,,34
150633,103822,83252,9251,406875,Complete,2023-01-22 14:51:17 UTC,2023-01-23 15:34:00 UTC,2023-01-26 13:54:00 UTC,,34
154072,106169,85122,5623,416198,Complete,2023-01-16 01:59:12 UTC,2023-01-14 15:44:00 UTC,2023-01-17 03:42:00 UTC,,34
159833,110127,88316,10566,431846,Complete,2023-03-01 05:01:44 UTC,2023-03-02 14:00:00 UTC,2023-03-03 15:58:00 UTC,,34
166319,114600,91937,6524,449282,Complete,2023-03-17 15:43:34 UTC,2023-03-18 07:20:00 UTC,2023-03-20 17:51:00 UTC,,34
172626,118948,95336,22762,466384,Complete,2023-01-25 14:59:27 UTC,2023-01-22 18:44:00 UTC,2023-01-25 08:01:00 UTC,,34
175300,120835,96885,1649,473619,Complete,2023-02-19 09:06:44 UTC,2023-02-20 23:08:00 UTC,2023-02-22 00:06:00 UTC,,34
175351,120875,96920,10470,473758,Complete,2023-04-01 18:21:58 UTC,2023-04-03 03:06:00 UTC,2023-04-06 22:18:00 UTC,,34
175950,121286,97229,1496,475356,Complete,2023-02-16 12:41:30 UTC,2023-02-18 05:53:00 UTC,2023-02-22 10:07:00 UTC,,34
175951,121286,97229,5623,475358,Complete,2023-02-17 14:44:13 UTC,2023-02-18 05:53:00 UTC,2023-02-22 10:07:00 UTC,,34
177804,122524,98227,11261,480320,Complete,2023-01-24 12:33:56 UTC,2023-01-27 01:24:00 UTC,2023-01-29 22:46:00 UTC,,34
21659,14943,11968,26162,58313,Returned,2023-04-03 07:05:58.073945 UTC,2023-04-04 08:22:42.073945 UTC,2023-04-05 07:36:42.073945 UTC,2023-04-07 17:11:42.073945 UTC,34
24589,16998,13647,2887,66240,Returned,2023-02-12 12:23:41 UTC,2023-02-13 19:27:00 UTC,2023-02-17 20:52:00 UTC,2023-02-20 08:19:00 UTC,34
38016,26215,21040,11255,102470,Returned,2023-01-09 10:32:39 UTC,2023-01-11 16:13:00 UTC,2023-01-13 10:04:00 UTC,2023-01-13 20:46:00 UTC,34
41586,28677,22992,12534,112063,Returned,2023-01-14 03:48:22 UTC,2023-01-16 12:37:00 UTC,2023-01-19 21:01:00 UTC,2023-01-20 18:19:00 UTC,34
44101,30407,24368,25538,118790,Returned,2023-02-19 18:16:21 UTC,2023-02-20 11:34:00 UTC,2023-02-24 17:30:00 UTC,2023-02-25 07:18:00 UTC,34
45392,31295,25125,14510,122316,Returned,2023-03-23 05:57:55 UTC,2023-03-22 10:49:00 UTC,2023-03-24 04:08:00 UTC,2023-03-24 14:21:00 UTC,34
45695,31506,25285,10538,123130,Returned,2023-02-14 23:41:55 UTC,2023-02-15 19:22:00 UTC,2023-02-20 19:01:00 UTC,2023-02-23 02:19:00 UTC,34
51440,35465,28383,12534,138683,Returned,2023-01-11 08:49:29 UTC,2023-01-11 12:35:00 UTC,2023-01-16 03:35:00 UTC,2023-01-19 01:40:00 UTC,34
54767,37752,30214,25870,147630,Returned,2023-01-01 11:32:17 UTC,2023-01-01 19:45:00 UTC,2023-01-01 20:20:00 UTC,2023-01-02 22:28:00 UTC,34
65388,45045,36067,6841,176358,Returned,2023-02-17 13:51:58 UTC,2023-02-20 03:52:00 UTC,2023-02-23 21:02:00 UTC,2023-02-26 06:13:00 UTC,34
65576,45178,36159,9986,176874,Returned,2023-04-01 02:08:05 UTC,2023-04-02 22:34:00 UTC,2023-04-03 04:15:00 UTC,2023-04-03 06:54:00 UTC,34
66396,45729,36586,10566,179077,Returned,2023-02-06 05:57:44 UTC,2023-02-08 02:13:00 UTC,2023-02-10 13:15:00 UTC,2023-02-12 17:47:00 UTC,34
66397,45729,36586,13201,179080,Returned,2023-02-08 04:49:40 UTC,2023-02-08 02:13:00 UTC,2023-02-10 13:15:00 UTC,2023-02-12 17:47:00 UTC,34
84840,58431,46857,9570,228973,Returned,2023-04-01 11:45:29.517145 UTC,2023-04-03 21:08:27.517145 UTC,2023-04-06 14:35:27.517145 UTC,2023-04-07 11:33:27.517145 UTC,34
85491,58874,47219,23279,230730,Returned,2023-03-27 12:41:11 UTC,2023-03-29 09:43:00 UTC,2023-04-01 05:44:00 UTC,2023-04-02 13:20:00 UTC,34
89318,61561,49387,26128,241089,Returned,2023-03-26 16:30:12 UTC,2023-03-25 11:29:00 UTC,2023-03-28 06:49:00 UTC,2023-03-28 16:08:00 UTC,34
89522,61705,49513,9627,241643,Returned,2023-01-23 13:38:06 UTC,2023-01-24 20:40:00 UTC,2023-01-27 13:48:00 UTC,2023-01-29 18:24:00 UTC,34
105844,72948,58541,14180,285686,Returned,2023-04-02 07:17:59.056284 UTC,2023-04-01 07:52:40.056284 UTC,2023-04-04 10:08:40.056284 UTC,2023-04-05 08:37:40.056284 UTC,34
108523,74799,60042,11959,292990,Returned,2023-02-03 13:45:25 UTC,2023-02-06 02:51:00 UTC,2023-02-09 10:44:00 UTC,2023-02-09 19:07:00 UTC,34
108656,74890,60117,2278,293353,Returned,2023-03-30 07:19:02 UTC,2023-03-30 20:15:00 UTC,2023-04-03 06:37:00 UTC,2023-04-06 04:47:00 UTC,34
123376,85049,68306,16402,333165,Returned,2023-02-19 12:59:31 UTC,2023-02-19 23:34:00 UTC,2023-02-22 20:30:00 UTC,2023-02-23 09:07:00 UTC,34
135238,93239,74979,2049,365195,Returned,2023-03-21 16:09:17 UTC,2023-03-22 20:08:00 UTC,2023-03-23 23:26:00 UTC,2023-03-25 15:18:00 UTC,34
136269,93958,75518,15616,368013,Returned,2023-04-03 14:39:23 UTC,2023-03-31 05:42:00 UTC,2023-04-04 00:04:00 UTC,2023-04-04 22:21:00 UTC,34
147184,101456,81361,10255,397581,Returned,2023-03-06 02:50:47 UTC,2023-03-09 02:13:00 UTC,2023-03-13 12:37:00 UTC,2023-03-14 09:55:00 UTC,34
147588,101749,81600,10370,398673,Returned,2023-04-01 13:18:36 UTC,2023-04-03 06:26:00 UTC,2023-04-05 13:20:00 UTC,2023-04-08 04:55:00 UTC,34
168095,115831,92895,27906,454135,Returned,2023-02-21 11:57:43 UTC,2023-02-20 18:02:00 UTC,2023-02-22 22:52:00 UTC,2023-02-24 14:44:00 UTC,34
6953,4868,3941,10255,18739,Cancelled,2023-01-19 21:39:23 UTC,,,,34
15258,10585,8513,14180,41000,Cancelled,2023-03-31 06:33:07 UTC,,,,34
19944,13792,11086,10590,53707,Cancelled,2023-02-03 12:40:38 UTC,,,,34
37630,25948,20824,9501,101430,Cancelled,2023-04-05 01:31:10 UTC,,,,34
38030,26222,21045,11330,102506,Cancelled,2023-03-05 03:18:48 UTC,,,,34
40783,28110,22540,15103,109930,Cancelled,2023-03-21 10:04:47 UTC,,,,34
44017,30348,24318,23278,118560,Cancelled,2023-04-01 05:17:12.812026 UTC,,,,34
44574,30744,24649,15539,120071,Cancelled,2023-02-06 15:52:57 UTC,,,,34
46817,32280,25877,11215,126175,Cancelled,2023-01-27 11:03:10 UTC,,,,34
47195,32547,26097,26162,127184,Cancelled,2023-02-03 07:02:02 UTC,,,,34
49245,33955,27202,9627,132795,Cancelled,2023-01-01 10:52:59 UTC,,,,34
55911,38559,30842,15560,150680,Cancelled,2023-03-05 16:50:52 UTC,,,,34
71246,49061,39334,15794,192170,Cancelled,2023-02-12 23:00:59 UTC,,,,34
79511,54747,43865,13482,214550,Cancelled,2023-03-18 04:56:03 UTC,,,,34
91515,63107,50711,26128,247017,Cancelled,2023-03-20 05:15:02 UTC,,,,34
93859,64717,52013,10753,253329,Cancelled,2023-03-30 06:15:12 UTC,,,,34
95908,66161,53169,12233,258866,Cancelled,2023-02-10 10:33:31 UTC,,,,34
135637,93511,75181,13273,366295,Cancelled,2023-01-23 04:56:05 UTC,,,,34
137910,95063,76370,17352,372439,Cancelled,2023-01-15 05:01:10 UTC,,,,34
151432,104368,83685,10083,409053,Cancelled,2023-01-30 16:02:06 UTC,,,,34
162020,111644,89530,10543,437744,Cancelled,2023-03-31 23:16:30.245684 UTC,,,,34
171275,118039,94612,12233,462754,Cancelled,2023-02-19 13:21:08 UTC,,,,34
176800,121845,97664,10647,477647,Cancelled,2023-02-01 03:09:36 UTC,,,,34
180466,124316,99606,26262,487497,Cancelled,2023-03-26 03:17:20 UTC,,,,34
6016,4208,3413,9692,16209,Processing,2023-02-19 14:09:14 UTC,,,,34
12774,8887,7143,9501,34328,Processing,2023-04-07 14:01:15.950772 UTC,,,,34
13403,9307,7458,10644,36012,Processing,2023-03-19 14:02:06 UTC,,,,34
14883,10328,8299,10695,39994,Processing,2023-01-05 17:18:16 UTC,,,,34
14951,10375,8340,10580,40172,Processing,2023-03-14 05:06:50 UTC,,,,34
18976,13110,10538,11179,51092,Processing,2023-03-18 07:00:57 UTC,,,,34
30057,20723,16563,10580,80945,Processing,2023-03-15 02:55:10 UTC,,,,34
33506,23077,18523,10370,90280,Processing,2023-02-13 11:16:31 UTC,,,,34
38690,26670,21390,15616,104265,Processing,2023-04-01 11:36:36.082594 UTC,,,,34
39085,26960,21632,10561,105336,Processing,2023-04-01 16:45:12 UTC,,,,34
48718,33586,26918,10470,131332,Processing,2023-02-08 00:44:54 UTC,,,,34
53123,36640,29297,10567,143213,Processing,2023-02-17 09:17:09 UTC,,,,34
58111,40053,32061,9889,156655,Processing,2023-03-31 12:26:21.250728 UTC,,,,34
59803,41226,32964,15782,161264,Processing,2023-03-20 18:11:48 UTC,,,,34
61055,42097,33685,25499,164643,Processing,2023-02-11 04:56:09 UTC,,,,34
61887,42653,34121,12213,166903,Processing,2023-03-25 05:33:18 UTC,,,,34
71700,49361,39586,14226,193407,Processing,2023-03-02 10:32:00 UTC,,,,34
72314,49783,39916,9986,195065,Processing,2023-03-15 00:34:39 UTC,,,,34
75261,51787,41516,28069,203023,Processing,2023-03-31 08:05:17 UTC,,,,34
83929,57782,46318,12534,226481,Processing,2023-03-09 00:12:33 UTC,,,,34
84949,58500,46920,10695,229260,Processing,2023-04-03 11:19:19.195787 UTC,,,,34
91688,63222,50810,10587,247476,Processing,2023-01-23 12:28:10 UTC,,,,34
95891,66146,53157,10753,258819,Processing,2023-02-06 10:22:53 UTC,,,,34
97153,67008,53830,5779,262261,Processing,2023-03-07 12:39:04 UTC,,,,34
104204,71808,57648,15572,281270,Processing,2023-03-30 15:07:55 UTC,,,,34
109728,75627,60672,26200,296257,Processing,2023-03-18 05:26:28 UTC,,,,34
112381,77448,62164,15616,303387,Processing,2023-03-16 06:20:48 UTC,,,,34
113125,77972,62591,23278,305415,Processing,2023-03-23 22:49:33 UTC,,,,34
113349,78125,62720,10538,306034,Processing,2023-02-15 07:59:13 UTC,,,,34
119284,82172,66001,16637,322048,Processing,2023-02-14 00:59:47 UTC,,,,34
124524,85833,68930,10590,336282,Processing,2023-03-13 07:08:55 UTC,,,,34
137050,94478,75937,15721,370121,Processing,2023-03-30 16:07:11.904724 UTC,,,,34
146705,101118,81089,13482,396296,Processing,2023-03-06 09:58:58 UTC,,,,34
156999,108168,86724,16140,424167,Processing,2023-02-21 22:52:51 UTC,,,,34
162821,112188,89987,14339,439907,Processing,2023-03-15 00:44:54 UTC,,,,34
164440,113302,90854,14339,444279,Processing,2023-03-24 03:54:47 UTC,,,,34
165383,113951,91405,11215,446777,Processing,2023-01-11 08:53:00 UTC,,,,34
169151,116571,93454,16140,457015,Processing,2023-02-25 11:47:31 UTC,,,,34
172034,118558,95035,10648,464792,Processing,2023-04-01 04:21:37.838023 UTC,,,,34
3478,2433,1962,10349,9419,Shipped,2023-02-10 06:53:56 UTC,2023-02-13 02:55:00 UTC,,,36
3761,2635,2135,15875,10183,Shipped,2023-03-09 07:31:43 UTC,2023-03-09 23:53:00 UTC,,,36
10530,7323,5913,11302,28336,Shipped,2023-03-17 15:22:16 UTC,2023-03-20 11:20:00 UTC,,,36
13885,9639,7738,12112,37323,Shipped,2023-02-20 16:09:37 UTC,2023-02-22 14:39:00 UTC,,,36
13898,9649,7745,11218,37357,Shipped,2023-02-14 02:51:07 UTC,2023-02-13 07:18:00 UTC,,,36
19339,13362,10738,25613,52070,Shipped,2023-02-08 11:22:36 UTC,2023-02-09 18:59:00 UTC,,,36
22117,15250,12219,26018,59590,Shipped,2023-01-12 04:56:04 UTC,2023-01-12 21:09:00 UTC,,,36
22142,15266,12231,11181,59653,Shipped,2023-03-18 04:52:32 UTC,2023-03-18 00:30:00 UTC,,,36
22978,15859,12692,10541,61905,Shipped,2023-01-29 23:24:05 UTC,2023-01-29 11:52:00 UTC,,,36
23183,15998,12811,9576,62460,Shipped,2023-03-14 09:29:56 UTC,2023-03-16 01:28:00 UTC,,,36
24038,16601,13326,26491,64756,Shipped,2023-01-03 17:54:51 UTC,2023-01-06 11:20:00 UTC,,,36
27016,18645,14974,22933,72773,Shipped,2023-01-25 21:38:12 UTC,2023-01-24 02:55:00 UTC,,,36
27718,19134,15364,12586,74619,Shipped,2023-02-24 15:22:25 UTC,2023-02-25 23:26:00 UTC,,,36
28090,19383,15553,9450,75619,Shipped,2023-03-31 00:07:47.635106 UTC,2023-04-01 04:56:21.635106 UTC,,,36
28095,19384,15553,11276,75634,Shipped,2023-04-04 23:55:17.635106 UTC,2023-04-02 11:46:21.635106 UTC,,,36
35828,24673,19844,15344,96543,Shipped,2023-04-01 10:04:48 UTC,2023-04-01 23:28:00 UTC,,,36
37963,26177,21009,18080,102327,Shipped,2023-02-11 16:57:26 UTC,2023-02-13 20:45:00 UTC,,,36
39634,27345,21946,11276,106846,Shipped,2023-03-15 11:59:20 UTC,2023-03-14 00:35:00 UTC,,,36
42383,29218,23401,9025,114182,Shipped,2023-01-21 04:46:46 UTC,2023-01-20 11:59:00 UTC,,,36
42421,29245,23424,25567,114283,Shipped,2023-03-06 17:21:26 UTC,2023-03-08 06:45:00 UTC,,,36
43155,29740,23831,11822,116236,Shipped,2023-03-15 06:24:47 UTC,2023-03-16 04:50:00 UTC,,,36
43663,30098,24122,25586,117612,Shipped,2023-03-30 11:26:28 UTC,2023-03-30 16:59:00 UTC,,,36
44432,30642,24562,20690,119699,Shipped,2023-03-01 07:05:47 UTC,2023-03-01 11:26:00 UTC,,,36
44681,30809,24712,15599,120363,Shipped,2023-02-26 02:18:06 UTC,2023-02-27 00:16:00 UTC,,,36
45155,31135,24984,26265,121661,Shipped,2023-02-14 01:52:05 UTC,2023-02-15 00:56:00 UTC,,,36
48135,33191,26608,12075,129755,Shipped,2023-03-25 17:35:51 UTC,2023-03-27 03:55:00 UTC,,,36
48360,33343,26724,25586,130360,Shipped,2023-02-26 02:57:27 UTC,2023-02-25 08:14:00 UTC,,,36
48450,33413,26780,11824,130601,Shipped,2023-01-23 21:21:08 UTC,2023-01-24 16:30:00 UTC,,,36
49494,34122,27335,26593,133487,Shipped,2023-04-01 05:20:42.214528 UTC,2023-04-01 12:31:43.214528 UTC,,,36
49702,34262,27447,3027,134018,Shipped,2023-01-23 10:38:31 UTC,2023-01-24 04:58:00 UTC,,,36
51935,35823,28650,20690,140021,Shipped,2023-04-03 01:02:57.611837 UTC,2023-04-05 13:41:18.611837 UTC,,,36
54017,37249,29821,10096,145607,Shipped,2023-01-17 12:52:41 UTC,2023-01-18 06:41:00 UTC,,,36
56466,38938,31151,14289,152196,Shipped,2023-02-25 13:16:54 UTC,2023-02-26 09:38:00 UTC,,,36
56648,39051,31233,25401,152708,Shipped,2023-03-05 13:49:09 UTC,2023-03-06 22:02:00 UTC,,,36
57671,39739,31830,10701,155472,Shipped,2023-01-28 02:04:49 UTC,2023-01-26 12:43:00 UTC,,,36
59853,41268,33001,26018,161401,Shipped,2023-03-29 00:43:26 UTC,2023-03-31 15:01:00 UTC,,,36
60287,41564,33247,10359,162568,Shipped,2023-03-11 11:27:26 UTC,2023-03-09 06:16:00 UTC,,,36
63781,43935,35136,12190,172001,Shipped,2023-03-25 07:27:20 UTC,2023-03-23 22:55:00 UTC,,,36
64508,44452,35558,19064,173976,Shipped,2023-01-04 05:11:56 UTC,2023-01-04 07:19:00 UTC,,,36
66675,45909,36731,25264,179815,Shipped,2023-02-19 10:05:32 UTC,2023-02-16 13:21:00 UTC,,,36
66970,46118,36903,25366,180625,Shipped,2023-03-01 05:51:24 UTC,2023-03-03 22:52:00 UTC,,,36
67067,46192,36975,13521,180880,Shipped,2023-03-12 10:09:34 UTC,2023-03-08 23:49:00 UTC,,,36
72388,49834,39956,1191,195275,Shipped,2023-02-22 01:49:35 UTC,2023-02-19 13:14:00 UTC,,,36
74529,51298,41116,23027,201060,Shipped,2023-01-10 12:30:08 UTC,2023-01-10 14:14:00 UTC,,,36
74922,51552,41309,5111,202121,Shipped,2023-03-08 20:41:50 UTC,2023-03-10 07:27:00 UTC,,,36
77816,53550,42927,12586,209963,Shipped,2023-01-28 01:36:47 UTC,2023-01-29 18:47:00 UTC,,,36
78623,54116,43354,15408,212163,Shipped,2023-01-30 00:43:42 UTC,2023-01-31 12:07:00 UTC,,,36
79359,54641,43798,9873,214134,Shipped,2023-02-27 21:43:42 UTC,2023-02-27 02:07:00 UTC,,,36
80056,55120,44177,25768,216038,Shipped,2023-03-08 12:27:34 UTC,2023-03-10 21:00:00 UTC,,,36
80116,55158,44211,9716,216192,Shipped,2023-02-05 15:40:06 UTC,2023-02-08 03:46:00 UTC,,,36
80894,55696,44667,22964,218318,Shipped,2023-02-04 14:47:02 UTC,2023-02-07 10:49:00 UTC,,,36
83466,57462,46070,24178,225223,Shipped,2023-02-20 18:59:26 UTC,2023-02-22 10:45:00 UTC,,,36
83756,57661,46225,290,226009,Shipped,2023-01-15 03:17:58 UTC,2023-01-16 01:39:00 UTC,,,36
85093,58601,47002,3027,229647,Shipped,2023-03-27 09:49:18 UTC,2023-03-28 19:55:00 UTC,,,36
89171,61450,49284,11890,240697,Shipped,2023-03-19 13:06:48 UTC,2023-03-21 07:40:00 UTC,,,36
91222,62900,50518,26602,246221,Shipped,2023-01-12 06:06:27 UTC,2023-01-13 15:53:00 UTC,,,36
97947,67552,54240,16847,264416,Shipped,2023-03-08 15:01:56 UTC,2023-03-08 19:59:00 UTC,,,36
100353,69197,55591,27488,270886,Shipped,2023-03-10 04:36:19 UTC,2023-03-07 09:48:00 UTC,,,36
100872,69567,55899,9581,272272,Shipped,2023-03-05 13:46:18 UTC,2023-03-06 22:17:00 UTC,,,36
101556,70015,56270,10456,274143,Shipped,2023-04-01 15:54:20 UTC,2023-04-03 10:21:00 UTC,,,36
104199,71806,57644,18984,281255,Shipped,2023-04-03 10:20:48 UTC,2023-04-05 18:55:00 UTC,,,36
104211,71812,57652,25392,281285,Shipped,2023-01-08 14:20:06 UTC,2023-01-09 08:58:00 UTC,,,36
104565,72068,57833,18080,282239,Shipped,2023-03-06 01:15:07 UTC,2023-03-07 21:02:00 UTC,,,36
104579,72077,57839,10352,282282,Shipped,2023-04-05 00:09:57.443615 UTC,2023-04-03 07:59:21.443615 UTC,,,36
106886,73661,59130,12529,288508,Shipped,2023-03-29 09:44:10 UTC,2023-04-01 08:51:00 UTC,,,36
113848,78453,62967,18519,307390,Shipped,2023-03-13 14:05:03 UTC,2023-03-16 13:40:00 UTC,,,36
115451,79565,63884,26727,311731,Shipped,2023-03-22 04:06:02 UTC,2023-03-23 22:34:00 UTC,,,36
116764,80450,64578,12190,315220,Shipped,2023-02-25 22:37:19 UTC,2023-02-25 16:24:00 UTC,,,36
117646,81054,65059,25789,317646,Shipped,2023-01-03 07:43:54 UTC,2023-01-04 08:04:00 UTC,,,36
119099,82036,65886,26270,321558,Shipped,2023-03-23 23:12:51 UTC,2023-03-26 07:58:00 UTC,,,36
119997,82675,66396,10462,323985,Shipped,2023-03-06 06:04:40 UTC,2023-03-08 01:33:00 UTC,,,36
120672,83144,66781,15482,325861,Shipped,2023-01-22 01:41:12 UTC,2023-01-23 13:59:00 UTC,,,36
